feature_id,stratum
feat_sae_20260828_080834_39cc_27232,curated_E_hetero
feat_sae_20260828_080834_39cc_24729,curated_D_hetero
feat_sae_20260828_080834_39cc_07730,curated_D_hetero
feat_sae_20260828_080834_39cc_05276,curated_E_hetero
feat_sae_20260828_080834_39cc_10012,curated_E_hetero
feat_sae_20260828_080834_39cc_18639,curated_E_hetero
feat_sae_20260828_080834_39cc_13482,curated_D_hetero
feat_sae_20260828_080834_39cc_16129,curated_E_hetero
feat_sae_20260828_080834_39cc_13076,curated_E_mid
feat_sae_20260828_080834_39cc_04350,curated_E_hetero
feat_sae_20260828_080834_39cc_08765,curated_D_hetero
feat_sae_20260828_080834_39cc_28141,curated_E_homog
feat_sae_20260828_080834_39cc_26868,curated_E_homog
feat_sae_20260828_080834_39cc_08052,curated_E_mid
feat_sae_20260828_080834_39cc_15951,curated_D_hetero
feat_sae_20260828_080834_39cc_02528,curated_E_hetero
feat_sae_20260828_080834_39cc_02667,curated_E_mid
feat_sae_20260828_080834_39cc_28645,curated_E_hetero
feat_sae_20260828_080834_39cc_00376,curated_E_hetero
feat_sae_20260828_080834_39cc_07326,curated_E_hetero
feat_sae_20260828_080834_39cc_11909,curated_E_homog
feat_sae_20260828_080834_39cc_17213,curated_E_mid
feat_sae_20260828_080834_39cc_09070,curated_E_hetero
feat_sae_20260828_080834_39cc_10241,curated_E_homog
feat_sae_20260828_080834_39cc_00495,curated_E_mid
feat_sae_20260828_080834_39cc_14008,curated_E_hetero
feat_sae_20260828_080834_39cc_20367,curated_E_mid
feat_sae_20260828_080834_39cc_16710,curated_E_homog
feat_sae_20260828_080834_39cc_02171,curated_E_hetero
feat_sae_20260828_080834_39cc_21172,curated_E_hetero
feat_sae_20260828_080834_39cc_27864,reference
feat_sae_20260828_080834_39cc_04477,curated_E_hetero
feat_sae_20260828_080834_39cc_15605,reference
feat_sae_20260828_080834_39cc_04906,curated_E_hetero
feat_sae_20260828_080834_39cc_08652,curated_E_hetero
feat_sae_20260828_080834_39cc_17664,curated_E_hetero
feat_sae_20260828_080834_39cc_00656,curated_E_hetero
feat_sae_20260828_080834_39cc_26114,curated_E_hetero
feat_sae_20260828_080834_39cc_30689,curated_D_hetero
feat_sae_20260828_080834_39cc_06473,curated_E_hetero
feat_sae_20260828_080834_39cc_05909,curated_E_hetero
feat_sae_20260828_080834_39cc_28899,curated_E_hetero
feat_sae_20260828_080834_39cc_16498,curated_D_hetero
feat_sae_20260828_080834_39cc_11027,curated_E_hetero
feat_sae_20260828_080834_39cc_03736,curated_E_hetero
feat_sae_20260828_080834_39cc_22010,curated_E_hetero
feat_sae_20260828_080834_39cc_25107,curated_D_hetero
feat_sae_20260828_080834_39cc_20857,curated_D_hetero
feat_sae_20260828_080834_39cc_13490,curated_E_hetero
feat_sae_20260828_080834_39cc_01346,curated_E_hetero
feat_sae_20260828_080834_39cc_21337,curated_E_hetero
feat_sae_20260828_080834_39cc_22566,curated_E_hetero
feat_sae_20260828_080834_39cc_29573,curated_E_hetero
feat_sae_20260828_080834_39cc_25229,curated_E_hetero
feat_sae_20260828_080834_39cc_14516,curated_D_mid
feat_sae_20260828_080834_39cc_13288,curated_E_hetero
feat_sae_20260828_080834_39cc_24075,curated_E_mid
feat_sae_20260828_080834_39cc_04323,curated_E_hetero
feat_sae_20260828_080834_39cc_07355,curated_E_mid
feat_sae_20260828_080834_39cc_12988,curated_E_hetero
